"RowLabels","dba","address","licensenumber","licensetype","inspectorassigned","inspectiondate","inspectionpurpose"
"188","THE LOCAL OPTION TAVERN","1102 W WEBSTER AVE CHICAGO, IL 60614","11126","Food","Michael Kurczewski",2014-09-04,"Canvass"
"189","LOGAN SQUARE AUDITORIUM","2539 N KEDZIE BLVD CHICAGO, IL 60647","31964-1006","Food","Joseph Jantke",2014-09-04,"Canvass"
"190","McPherson Elementary","4728 N WOLCOTT AVE CHICAGO, IL 60640","CPS2058666","Food","Frances Demma",2014-09-04,"Canvass"
"191","CATALYST RANCH","656 W RANDOLPH ST CHICAGO, IL 60661","1598049","Food","Nola Martin",2014-09-04,"Canvass"
"192","REDMOON THEATER","2120 S JEFFERSON ST CHICAGO, IL 60616 ","2298869","Food","Jacqueline Edwards",2014-09-04,"License Re-Inspection"
"193","KAROLINKA CLUB","6102 S CENTRAL AVE CHICAGO, IL 60638 ","1645224","Food","Kimberly Franklin",2014-09-04,"Canvass"
"194","BODEGA TO GO","201 N CLARK ST CHICAGO, IL 60601","2283951","Food","Marwan Tamimi",2014-09-04,"Canvass"
"195","BLACK ROCK PUB","3614 N DAMEN AVE CHICAGO, IL 60618","33509","Food","Audrey Rambus",2014-09-04,"Canvass Re-Inspection"
"196","REDMOON THEATER","2120 S JEFFERSON ST CHICAGO, IL 60616 ","2298868","Food","Jacqueline Edwards",2014-09-04,"License Re-Inspection"
"197","LUIS C. GOMEZ","4419 W FULLERTON AVE CHICAGO, IL 60639","1246126","Food","Blesilda Guillen",2014-09-04,"Canvass"
"198","B B Q PATIO","3256 S ASHLAND AVE CHICAGO, IL 60608","43281","Food","Alejandro Delgado",2014-09-04,"Complaint"
"199","HAS MANAGEMENT","5806 W ROOSEVELT  RD CHICAGO, IL 60644 ","2350055","Food","Jewel Walker",2014-09-04,"License"
"200","ALA TOO CENTRAL ASIAN AND TURKISH RESTAURANT","3134 N LINCOLN AVE CHICAGO, IL 60657","2354580","Food","Elvia Martinez-Ceballos",2014-09-04,"License"
"201","LE PAIN QUOTIDIEN","1000-1002  W ARMITAGE AVE CHICAGO, IL 60614 ","2304698","Food","Rosarita Buco",2014-09-04,"Short Form Complaint"
"202","LION HEAD PUB/ THE APARTMENT","2251 N LINCOLN AVE CHICAGO, IL 60614","47787","Food","Michael Kurczewski",2014-09-04,"Canvass"
"203","THE BIG STATE, INC.","624 N ASHLAND AVE CHICAGO, IL 60622 ","2354187","Food","Patricia Coats",2014-09-04,"License Re-Inspection"
"204","DUNKIN DONUTS","4453 S ARCHER AVE CHICAGO, IL 60632","1803815","Food","Molly Lynch",2014-09-04,"Short Form Complaint"
"205","42 N LATITUDE","4500 N LINCOLN AVE CHICAGO, IL 60625","1334605","Food","Sonya Enoch",2014-09-04,"Canvass Re-Inspection"
"206","GAUDI COFFEE & GRILL","624 N ASHLAND AVE CHICAGO, IL 60622","2027441","Food","Patricia Coats",2014-09-04,"Canvass"
"207","PICOSITO GRILL-BAR","3553-3559 E 100TH ST CHICAGO, IL 60617 ","2158267","Food","Judith Mann-Hamdan",2014-09-04,"Canvass"
"208","CLARK ST. MARKET, INC.","7007 N CLARK ST CHICAGO, IL 60626","2177457","Food","Nilda Soto",2014-09-04,"Canvass"
"209","CHICAGO BLACKHAWKS STANLEY'S T2 BAR","11601 W TOUHY AVE CHICAGO, IL 60666","34139","Food","Jay Khamphounvong",2014-09-04,"Canvass"
"210","FORNELLO TRATTORIA","1011 W IRVING PARK RD CHICAGO, IL 60613","32246","Food","Kyle Kirkegaard",2014-09-04,"Short Form Complaint"
"211","HOST INTERNATIONAL INC, CHILIS T-2","11601 W TOUHY AVE CHICAGO, IL 60666","34192","Food","Jay Khamphounvong",2014-09-04,"Canvass"
"212","Mc DONALDS # 6771","1951 N WESTERN AVE CHICAGO, IL 60647","1520647","Food","Michelle Jackson",2014-09-04,"Canvass"
"213","CORNER BAKERY CAFE","444 N MICHIGAN AVE CHICAGO, IL 60611","1905110","Food","Luella Owens",2014-09-04,"Canvass"
"214","ANGEL'S RESTAURANT, INC.","230 S ASHLAND AVE CHICAGO, IL 60607","1942785","Food","Anita Brazil",2014-09-04,"Canvass Re-Inspection"
"215","LITTLE CAESAR PIZZA #1715","7001 N CLARK ST CHICAGO, IL 60626","1846465","Food","Nilda Soto",2014-09-04,"Canvass"
"216","TERMINAL 2 KIOSK","11601 W TOUHY AVE CHICAGO, IL 60666","2354681","Food","Jay Khamphounvong",2014-09-04,"License"
"217","THE TEMPLE BAR","3001 N ASHLAND AVE CHICAGO, IL 60657","40374","Food","Elvia Martinez-Ceballos",2014-09-04,"Short Form Complaint"
"218","CITY PROVISIONS CATERING AND E","1816-1820 W WILSON AVE CHICAGO, IL 60640","1999098","Food","Frances Demma",2014-09-04,"Canvass Re-Inspection"
"219","CHAPATI","547 W JACKSON BLVD CHICAGO, IL 60661","2246751","Food","Ronald Leveston",2014-09-04,"Canvass"
"220","RICE THAI CAFE","6744 N SHERIDAN RD CHICAGO, IL 60626 ","2354674","Food","Jesus Su",2014-09-04,"License Re-Inspection"
"221","RICE THAI CAFE","6744 N SHERIDAN RD CHICAGO, IL 60626 ","1648523","Food","Jesus Su",2014-09-04,"Canvass"
"222","CHINA KITCHEN","1931 W FOSTER AVE CHICAGO, IL 60640","1515134","Food","Frances Demma",2014-09-04,"Canvass"
"223","KERASOTES SHOWPLACE THEATERS, LLC","1011 S DELANO EAST CT CHICAGO, IL 60661","1916618","Food","Annette Grimes",2014-09-04,"Canvass"
"224","GOLD COAST DOGS","11601 W TOUHY AVE CHICAGO, IL 60666","1884293","Food","Jay Khamphounvong",2014-09-04,"Canvass Re-Inspection"
"225","SHAW'S CRAB HOUSE","21 E HUBBARD ST CHICAGO, IL 60611","9278","Food","Luella Owens",2014-09-04,"Canvass"
"226","TATSU","1062 W TAYLOR ST CHICAGO, IL 60607","1271371","Food","Anita Brazil",2014-09-04,"Canvass Re-Inspection"
"227","JACKHAMMER","6406 N CLARK ST CHICAGO, IL 60626","2309112","Food","Jesus Su",2014-09-04,"License Re-Inspection"
"228","GYRO-MENA","769 W JACKSON BLVD CHICAGO, IL 60661","2283205","Food","Ronald Leveston",2014-09-04,"Canvass"
"229","ROMANIAN KOSHER SAUSAGE CO","7200 N CLARK ST CHICAGO, IL 60626","4025","Food","Nilda Soto",2014-09-04,"Canvass"
"230","ROSAL'S CUCINA INC","1154 W TAYLOR ST CHICAGO, IL 60607","21087","Food","Anita Brazil",2014-09-04,"Canvass"
"231","REGGIO'S PIZZA EXPRESS","11601 W TOUHY AVE CHICAGO, IL 60666","1224624","Food","Jay Khamphounvong",2014-09-04,"Canvass Re-Inspection"
"232","MEDITERRANEAN RESTAURANT","2833 N BROADWAY CHICAGO, IL 60657 ","2129482","Food","Elvia Martinez-Ceballos",2014-09-04,"Canvass Re-Inspection"
"233","ANNA MARIA PASTERIA","4400-4404 N CLARK ST CHICAGO, IL 60640","1513905","Food","Frances Demma",2014-09-04,"Canvass Re-Inspection"
"234","LA ROQUETA DE ACAPULCO #2 INC.","4056 S WESTERN AVE CHICAGO, IL 60609","2232620","Food","Judith Mann-Hamdan",2014-09-05,"Canvass"
"235","EL PESCADOR RESTAURANT","4056 S WESTERN AVE CHICAGO, IL 60609","2354653","Food","Judith Mann-Hamdan",2014-09-05,"License"
"236","SONNY'S PIZZA & RESTAURANT","2431 N WESTERN AVE CHICAGO, IL 60647","1985131","Food","Joseph Jantke",2014-09-05,"Canvass"
"237","BELMONTE LIQUORS","423 N LARAMIE AVE CHICAGO, IL 60644","7048","Food","Jewel Walker",2014-09-05,"Canvass Re-Inspection"
"238","SHELL","3201 W 26TH ST CHICAGO, IL 60623 ","2068916","Food","Denise Batinich",2014-09-05,"Canvass"
"239","THALI'S RESTAURANT","3156 N AUSTIN AVE CHICAGO, IL 60634","1975224","Food","Henry Millan",2014-09-05,"Canvass"
"240","CAFETERIA MARIANAO 2","4825 W ARMITAGE AVE CHICAGO, IL 60639","1382716","Food","Henry Millan",2014-09-05,"Canvass"
"241","PHOENIX RESTAURANT OF IL.L.L.C","2131 S ARCHER AVE CHICAGO, IL 60616","47719","Food","Molly Lynch",2014-09-05,"Complaint Re-Inspection"
"242","EL PAISANO TACO'S","2429 W DIVISION ST CHICAGO, IL 60622","30466","Food","Patricia Coats",2014-09-05,"Complaint Re-Inspection"
"243","CRISTO REY JESUIT HIGH SCHOOL","1851 W 22ND ST CHICAGO, IL 60608 ","PS2225540","Food","Alejandro Delgado",2014-09-05,"Canvass"
"244","71 CHOP SUEY","510 E 71ST ST CHICAGO, IL 60619","2079427","Food","Sharon Lewis",2014-09-05,"Canvass"
"245","CHIC","361 W CHESTNUT ST CHICAGO, IL 60610","12766","Food","Michael Kurczewski",2014-09-05,"Canvass Re-Inspection"
"246","Edible Arrangements #761","3722 N SOUTHPORT AVE CHICAGO, IL 60613","1884093","Food","Kyle Kirkegaard",2014-09-05,"Canvass"
"247","Cafe Latin Bliss","5515 N LINCOLN AVE CHICAGO, IL 60625","8404","Food","Sonya Enoch",2014-09-05,"Canvass"
"248","QUEEN OF THE UNIVERSE SCHOOL","7130 S HAMLIN CHICAGO, IL 60629","PS1981572","Food","Joyce Galvin",2014-09-05,"Canvass"
"249","SPICY MONKEY SOUP CO.","131 N CLINTON ST CHICAGO, IL 60661","2147543","Food","Nola Martin",2014-09-05,"Canvass Re-Inspection"
"250","PRET A MANGER","100 N LA SALLE ST CHICAGO, IL 60602","2068718","Food","Marwan Tamimi",2014-09-05,"Complaint"
"251","MANN PARK","3035 E 130TH ST CHICAGO, IL 60633 ","GD2916086","Food","Sandra Balfour",2014-09-05,"Canvass Re-Inspection"
"252","GLORIA DEI LUTHERAN CHURCH","5259 S MAJOR AVE CHICAGO, IL 60638","PS1334101","Food","Kimberly Franklin",2014-09-05,"Canvass"
"253","THE HIDDEN SHAMROCK","2723 N HALSTED ST CHICAGO, IL 60614","12296","Food","Rosarita Buco",2014-09-05,"Canvass"
"254","NATHANS I-94 RIB AND GRILL","325 W 47TH ST CHICAGO, IL 60609 ","2138019","Food","Judith Mann-Hamdan",2014-09-05,"Canvass"
"255","El Gran Burrito Express","1207 S PULASKI RD CHICAGO, IL 60623","1979829","Food","Denise Batinich",2014-09-05,"Canvass Re-Inspection"
"256","NATHANS RIBS AND GRILL","325 W 47TH ST CHICAGO, IL 60609 ","2354615","Food","Judith Mann-Hamdan",2014-09-05,"License"
"257","NOHEA CAFE","1312 W MADISON CHICAGO, IL 60607 ","2153455","Food","Anita Brazil",2014-09-05,"Canvass"
"258","CHARTWELLS THOMPSON","931 S HOMAN AVE CHICAGO, IL 60624 ","2202618","Food","Michelle Jackson",2014-09-05,"Canvass"
"259","HOTEL CHICAGO","333 N DEARBORN ST CHICAGO, IL 60654","1888203","Food","Hilda Lainjo",2014-09-05,"Complaint"
"260","BURGER KING # 10797","2834 W NORTH AVE CHICAGO, IL 60647","1543353","Food","Michelle Jackson",2014-09-05,"Canvass"
"261","Falconer Elementary School","3020 N LAMON  CHICAGO, IL 60641","CPS23151","Food","Blesilda Guillen",2014-09-05,"Canvass"
"262","TAQUERIA HUENTITAN","4019 W NORTH AVE CHICAGO, IL 60639","2073681","Food","Jewel Walker",2014-09-05,"Complaint"
"263","COSINA GRILL INC","1706-1708 W FOSTER AVE CHICAGO, IL 60640","1984910","Food","Frances Demma",2014-09-05,"Canvass"
"264","LIN'S CHINESE RESTAURANT","3306 W FULLERTON AVE CHICAGO, IL 60647","27813","Food","Joseph Jantke",2014-09-05,"Canvass"
"265","SEOUL DAN LAN II","5116 N LINCOLN AVE CHICAGO, IL 60625","2235049","Food","Sonya Enoch",2014-09-05,"Canvass"
"266","POWER HOUSE HIGH","931 S HOMAN AVE CHICAGO, IL 60624 ","CPS2040690","Food","Michelle Jackson",2014-09-05,"Canvass"
"267","IKEBUKURO","2002 S WENTWORTH AVE CHICAGO, IL 60616","2042610","Food","Molly Lynch",2014-09-05,"Canvass"
"268","DENA KITCHEN","3306 W FULLERTON AVE CHICAGO, IL 60647","2354522","Food","Joseph Jantke",2014-09-05,"License"
"269","PAKEEZA","1009-1011 N ORLEANS ST CHICAGO, IL 60610","1991022","Food","Michael Kurczewski",2014-09-05,"Complaint"
"270","AZTECA TACOS","1836 S BLUE ISLAND AVE CHICAGO, IL 60608","1753","Food","Patricia Coats",2014-09-05,"Canvass"
"271","GROCERY ELENAS","6059 S KILDARE AVE CHICAGO, IL 60629","2354451","Food","Joyce Galvin",2014-09-05,"License Re-Inspection"
"272","Carnivale Restaurant","702 W FULTON MARKET CHICAGO, IL 60661","1488939","Food","Nola Martin",2014-09-05,"Suspected Food Poisoning Re-inspection"
"273","QUICK STOP SHOP INC.","558 E 75TH  ST CHICAGO, IL 60619 ","2065285","Food","Sharon Lewis",2014-09-05,"Canvass"
"274","COLUMBIA YACHT CLUB","111 N LAKE SHORE DR CHICAGO, IL 60601","9211","Food","Marwan Tamimi",2014-09-05,"Canvass"
"275","JAMBA JUICE","920 W BELMONT AVE CHICAGO, IL 60657","2083878","Food","Kyle Kirkegaard",2014-09-05,"Canvass"
"276","NEVERIA AUROS, INC.","3633 W 26TH ST CHICAGO, IL 60623","1515263","Food","Denise Batinich",2014-09-05,"Canvass"
"277","LA FAVORITA # 2","1925 S MAY ST CHICAGO, IL 60608","2098548","Food","Patricia Coats",2014-09-05,"Canvass"
"278","DUNKIN DONUTS","2356 W CERMAK RD CHICAGO, IL 60608","66356","Food","Alejandro Delgado",2014-09-05,"Canvass Re-Inspection"
"279","RESTAURANTE EL COMALITO","2234 N WESTERN AVE CHICAGO, IL 60647","2289648","Food","Joseph Jantke",2014-09-05,"Canvass"
"280","LA ROQUITA","5210 W DIVERSEY AVE CHICAGO, IL 60639","1771442","Food","Blesilda Guillen",2014-09-05,"Canvass"
"281","ANTOJITOS TAPATIOS EL TRADICIO","3643 1/2 E 106TH ST CHICAGO, IL 60617","2064609","Food","Judith Mann-Hamdan",2014-09-05,"Canvass"
"282","PAUL CUFFE ACADEMY","8324 S Racine Ave. (1200W) CHICAGO, IL 60620","CPS23881","Food","Sandra Balfour",2014-09-05,"Canvass"
"283","YAK-ZIES BAR AND GRILL","506 W DIVERSEY PKWY CHICAGO, IL 60614","1898267","Food","Rosarita Buco",2014-09-05,"Canvass"
"284","PHILLY STEAK AND FRESH LEMONADE","3643 E 106TH ST CHICAGO, IL 60617 ","2103955","Food","Judith Mann-Hamdan",2014-09-05,"Canvass"
"285","LATIN AMERICAN MOTORCYCLE ASSOCIATION","3517-3519 W FULLERTON AVE CHICAGO, IL 60647","1969508","Food","Joseph Jantke",2014-09-05,"Canvass"
"286","DIAMOND GARDEN BANQUET HALL LLC.","3705 W FULLERTON AVE CHICAGO, IL 60647","2240179","Food","Joseph Jantke",2014-09-05,"Canvass"
"287","DUNKIN DONUTS INC","6970 N CLARK ST CHICAGO, IL 60626","19578","Food","Jesus Su",2014-09-05,"Canvass"
"288","BURGER KING #10797","2838 W NORTH AVE CHICAGO, IL 60647","2232347","Food","Michelle Jackson",2014-09-05,"Canvass"
"289","BRYN MAWR BREAKFAST CLUB","3401 W BRYN MAWR AVE CHICAGO, IL 60659","2354664","Food","Nilda Soto",2014-09-05,"License"
"290","GARDEN MANOR","4720 - 4726 W ARMITAGE AVE CHICAGO, IL 60639","1167169","Food","Henry Millan",2014-09-05,"Canvass"
"291","KARAVITES REST INC","5130 N SHERIDAN RD CHICAGO, IL 60640","11136","Food","Frances Demma",2014-09-05,"Canvass Re-Inspection"
"292","DUNKIN DONUTS","8145 S PULASKI RD CHICAGO, IL 60652","1801595","Food","Kimberly Franklin",2014-09-05,"Canvass"
"293","PIZZA HUT RESTAURANT","2337 W CERMAK RD CHICAGO, IL 60608","2129794","Food","Alejandro Delgado",2014-09-05,"Canvass"
"294","GEORGIOS ON DIVISION","11 W DIVISION ST CHICAGO, IL 60610","2319925","Food","Michael Kurczewski",2014-09-05,"License"
"295","VICTOR'S PIZZERIA","5418 W NORTH AVE CHICAGO, IL 60639","2120094","Food","Jewel Walker",2014-09-05,"Canvass"
"296","TACO BAR, INC.","6330 S PULASKI RD CHICAGO, IL 60629","2245351","Food","Joyce Galvin",2014-09-05,"Complaint"
"297","ALA TOO CENTRAL ASIAN AND TURKISH RESTAURANT","3134 N LINCOLN AVE CHICAGO, IL 60657","2354580","Food","Elvia Martinez-Ceballos",2014-09-05,"License Re-Inspection"
"298","SWEET WORLD PASTRY INC.","5450 N MILWAUKEE AVE CHICAGO, IL 60630","1331447","Food","Jay Khamphounvong",2014-09-05,"Canvass"
"299","PUBLIC HOUSE","400 N STATE ST CHICAGO, IL 60654","2008148","Food","Hilda Lainjo",2014-09-05,"Canvass"
"300","WALDO COONEY","3651 E 106TH ST CHICAGO, IL 60617","1304983","Food","Judith Mann-Hamdan",2014-09-05,"Canvass"
"301","SHELLY'S FREEZE","5119 N LINCOLN AVE CHICAGO, IL 60625","9731","Food","Sonya Enoch",2014-09-05,"Complaint"
"302","ZAVALA'S GROCERY STORE INC","2657 S KOLIN AVE CHICAGO, IL 60623","1044988","Food","Denise Batinich",2014-09-05,"Canvass"
"303","LA COPACABANA","2732 W CERMAK RD CHICAGO, IL 60608","1679565","Food","Patricia Coats",2014-09-05,"Canvass"
"304","JAMAICA JERK","1631 W HOWARD ST CHICAGO, IL 60626","1491380","Food","Jesus Su",2014-09-05,"Canvass"
"305","JOJO FOOD MARKET","558 E 75TH  ST CHICAGO, IL 60619 ","2354644","Food","Sharon Lewis",2014-09-05,"License"
"306","YOLK CAFE","355 E OHIO ST CHICAGO, IL 60611 ","2049342","Food","Luella Owens",2014-09-05,"Canvass"
"307","MAD RIVER BAR & GRILLE","2909-2911 N SHEFFIELD AVE CHICAGO, IL 60657","1331472","Food","Kyle Kirkegaard",2014-09-05,"Canvass"
"308","P & P AMERICAN & CHINESE FOOD","5409 W NORTH AVE CHICAGO, IL 60639 ","2299068","Food","Jewel Walker",2014-09-05,"Canvass"
"309","FAMILY DOLLAR  #5719","1221 W 95TH ST CHICAGO, IL 60643","1695092","Food","Sandra Balfour",2014-09-05,"Complaint Re-Inspection"
"310","CHICAGO YACHT CLUB","400 E MONROE DR CHICAGO, IL 60603","44203","Food","Marwan Tamimi",2014-09-05,"Canvass"
"311","SPECIALTY'S CAFE & BAKERY","1237 W FULTON MARKET CHICAGO, IL 60607","2240968","Food","Anita Brazil",2014-09-05,"Canvass"
"312","JEREZ SPORT BAR AND GRILL","5726 W GRAND AVE CHICAGO, IL 60639","37456","Food","Blesilda Guillen",2014-09-05,"Canvass"
"313","SOUTH LOOP CLUB INC","701 S STATE ST CHICAGO, IL 60605","14622","Food","Annette Grimes",2014-09-05,"Complaint"
"314","ANONG INC.","2532 N CALIFORNIA AVE CHICAGO, IL 60647","1942424","Food","Joseph Jantke",2014-09-05,"Complaint"
"315","7-ELEVEN","2421 W 103RD ST CHICAGO, IL 60655 ","2298326","Food","Kimberly Franklin",2014-09-05,"Canvass"
"316","BEEZZEE","2807 N SHEFFIELD AVE CHICAGO, IL 60657 ","2120626","Food","Elvia Martinez-Ceballos",2014-09-05,"Canvass Re-Inspection"
"317","CICS NORTHTOWN ACADEMY","3900 W PETERSON CHICAGO, IL 60659","CPS2066713","Food","Nilda Soto",2014-09-05,"Canvass Re-Inspection"
"318","REDZ BELIZEAN RESTAURANT LLC","7605 N PAULINA ST CHICAGO, IL 60626","2189327","Food","Jesus Su",2014-09-05,"Canvass"
"319","GOLDEN BUN","5054 W ARMITAGE AVE CHICAGO, IL 60639","2271288","Food","Henry Millan",2014-09-05,"Canvass"
"320","MARIANO'S #8522","5201 N SHERIDAN RD CHICAGO, IL 60640","2307752","Food","Frances Demma",2014-09-05,"Suspected Food Poisoning"
"321","SOFRA TURKISH KITCHEN","3134 N LINCOLN AVE CHICAGO, IL 60657","2079349","Food","Elvia Martinez-Ceballos",2014-09-05,"Canvass"
"322","PHILLY'S BEST","769 W JACKSON BLVD CHICAGO, IL 60661","1909742","Food","Ronald Leveston",2014-09-05,"Canvass"
"323","Crowne Plaza Chicago Metro","733 W MADISON ST CHICAGO, IL 60661","71334","Food","Nola Martin",2014-09-05,"Canvass"
"324","El Sabor Latino","3400 W FULLERTON AVE CHICAGO, IL 60647","2298490","Food","Michelle Jackson",2014-09-05,"Canvass"
"325","DUSEKS","1223-1227 W 18TH ST CHICAGO, IL 60608","2262309","Food","Alejandro Delgado",2014-09-05,"Canvass"
"326","TAQUERIA AMIGO CHINO 2, INC.","5959 W LAWRENCE AVE CHICAGO, IL 60630","2245254","Food","Jay Khamphounvong",2014-09-05,"Complaint"
"327","7 ELEVEN # 33727A","200 S RACINE ST CHICAGO, IL 60607 ","2043013","Food","Anita Brazil",2014-09-05,"Canvass"
"328","FROG N SNAIL","3124 N BROADWAY CHICAGO, IL 60657 ","2137239","Food","Elvia Martinez-Ceballos",2014-09-05,"Canvass Re-Inspection"
"329","P.F. CHANG CHINA BISTRO","530 N WABASH AVE CHICAGO, IL 60611","80266","Food","Luella Owens",2014-09-05,"Canvass"
"330","DOBLE BUBBLE","6036 N BROADWAY CHICAGO, IL 60660","6539","Food","Nilda Soto",2014-09-05,"Canvass"
"331","ASTORIA COFFEE SHOP","4039 W LAWRENCE AVE CHICAGO, IL 60630","1959628","Food","Jay Khamphounvong",2014-09-05,"Canvass"
"332","SHINE RESTAURANT","752-756 W WEBSTER AVE CHICAGO, IL 60614","1954879","Food","Rosarita Buco",2014-09-05,"Canvass"
"333","JOHN'S PLACE","1200-02 W WEBSTER AVE CHICAGO, IL 60614","34869","Food","Rosarita Buco",2014-09-05,"Canvass"
"334","MILLENNIUM KNICKERBOCKER HOTEL-NIX","163 E WALTON ST CHICAGO, IL 60611","83345","Food","Luella Owens",2014-09-05,"Canvass Re-Inspection"
"335","42 grams","4662 N BROADWAY CHICAGO, IL 60640 ","2299137","Food","Frances Demma",2014-09-05,"Canvass"
"336","VINIS PIZZA","4009 W LAWRENCE AVE CHICAGO, IL 60630","2133603","Food","Jay Khamphounvong",2014-09-05,"Canvass"
"337","FAMILY DOLLAR # 6221","5725 N BROADWAY CHICAGO, IL 60660","1472877","Food","Nilda Soto",2014-09-05,"Canvass"
"338","Maude's","840 W RANDOLPH ST CHICAGO, IL 60607","2042072","Food","Anita Brazil",2014-09-05,"Canvass"
"339","SUBWAY RESTAURANT","953 W WEBSTER AVE CHICAGO, IL 60614","2327923","Food","Rosarita Buco",2014-09-05,"Canvass"
"340","ANNA'S ASIAN BISTRO","813 W LAKE CHICAGO, IL 60607 ","2104140","Food","Ronald Leveston",2014-09-05,"Canvass"
"341","CRISP","2940 N BROADWAY CHICAGO, IL 60657","1868619","Food","Elvia Martinez-Ceballos",2014-09-05,"Complaint"
"342","THE BRUNSWICK BAR","806  W RANDOLPH ST CHICAGO, IL 60607 ","2245378","Food","Ronald Leveston",2014-09-05,"Canvass"
"343","ANDY'S CAFE","3601 W NORTH AVE CHICAGO, IL 60647","2252834","Food","Michelle Jackson",2014-09-05,"Canvass"
"344","LA ENCANTADA RESTAURANT","3437 W NORTH AVE CHICAGO, IL 60647","1681213","Food","Michelle Jackson",2014-09-05,"Canvass"
"345","MCDONALD'S","203 N LA SALLE ST CHICAGO, IL 60601","2328106","Food","Marwan Tamimi",2014-09-08,"License"
"346","LOUISIANA FAMOUS FRIED CHICKEN","215-225 W PERSHING RD CHICAGO, IL 60609","2354720","Food","Judith Mann-Hamdan",2014-09-08,"License"
"347","STOP & SAVE","2623-2625 E 83RD ST CHICAGO, IL 60617","2341176","Food","Sharon Lewis",2014-09-08,"License Re-Inspection"
"348","STARBUCKS COFFEE #2492","2543 N CALIFORNIA AVE CHICAGO, IL 60647","1140203","Food","Joseph Jantke",2014-09-08,"Canvass"
"349","ROADHOUSE 66","3330 N CLARK ST CHICAGO, IL 60657","1578879","Food","Kyle Kirkegaard",2014-09-08,"Canvass"
"350","Acad. Of Scholastic Ach","4651 W MADISON ST CHICAGO, IL 60644","CPS69457","Food","Jewel Walker",2014-09-08,"Canvass"
"351","BURGER KING #6345","4514 W DIVERSEY AVE CHICAGO, IL 60639","2232345","Food","Blesilda Guillen",2014-09-08,"Canvass Re-Inspection"
"352","ROCKS LINCOLN PARK","1301 W SCHUBERT AVE CHICAGO, IL 60614","34838","Food","Michael Kurczewski",2014-09-08,"Canvass"
"353","FANTASEA","2122 W LAWRENCE AVE CHICAGO, IL 60625","2059383","Food","Sonya Enoch",2014-09-08,"Canvass"
"354","SUBWAY","3550 N AUSTIN AVE CHICAGO, IL 60634","2146470","Food","Henry Millan",2014-09-08,"Canvass"
"355","URBAN  INTERESTS","2124 W LAWRENCE AVE CHICAGO, IL 60625","2121437","Food","Sonya Enoch",2014-09-08,"Canvass"
"356","REZA'S RIVER NORTH","432 W ONTARIO ST CHICAGO, IL 60654","2245697","Food","Hilda Lainjo",2014-09-08,"Complaint"
"357","THESPOTT INC.","8160 S RACINE AVE CHICAGO, IL 60620 ","2340572","Food","Sandra Balfour",2014-09-08,"License Re-Inspection"
"358","NUEVO LEON RESTAURANT","1515 W 18TH ST CHICAGO, IL 60608","1801390","Food","Alejandro Delgado",2014-09-08,"Short Form Complaint"
"359","PAN BAGUETTE BAKERY","8325 S PULASKI RD CHICAGO, IL 60652","1475038","Food","Kimberly Franklin",2014-09-08,"Canvass"
"360","NADA TEA & COFFEE HOUSE","1552 W FULLERTON AVE CHICAGO, IL 60614","1695863","Food","Michael Kurczewski",2014-09-08,"Canvass"
"361","Black Magnet Branch","7133 S COLES (2500E) CHICAGO, IL 60649","CPS29382","Food","Cecile Coffman",2014-09-08,"Canvass"
"362","AMERICA'S PANTRY","701 W WILLOW ST CHICAGO, IL 60614","2341633","Food","Rosarita Buco",2014-09-08,"License"
